被试ID:130123xx,,,,,,
1395,2939615,5063139,3858796,3327142,4743208,4772346
1396,2930047,5067751,3858796,3322972,4745693,4760736
1397,2914017,5074279,3855042,3318899,4743208,4746424
1398,2907980,5081098,3852306,3313949,4737057,4731674
1399,2889170,5081098,3850151,3305755,4728889,4718944
1400,2880528,5088209,3846761,3305755,4715456,4706798
1401,2872312,5092820,3840877,3286978,4701630,4694068
1402,2869157,5097358,3836712,3266688,4691666,4675229
1403,2869157,5101023,3835671,3248813,4685220,4650012
1404,2876846,5101824,3834848,3231133,4682218,4618711
1405,2871010,5099640,3832862,3219110,4682587,4618711
1406,2838498,5097358,3830732,3210624,4682587,4578330
1407,2795241,5092504,3830732,3208259,4685589,4526388
1408,2777808,5085709,3828455,3214623,4691346,4495598
1409,2786224,5097164,3825501,3225378,4696931,4485837
1410,2790683,5097164,3821022,3233376,4703426,4479533
1411,2794740,5105027,3816712,3233376,4709872,4477172
1412,2811672,5114152,3813637,3232596,4717179,4482624
1413,2829706,5125534,3809205,3227377,4724215,4496839
1414,2829706,5131699,3811433,3218208,4732801,4506989
1415,2851323,5138712,3805113,3212721,4740674,4525098
1416,2866126,5148104,3789156,3209917,4740674,4525098
1417,2880753,5158880,3769688,3207551,4746873,4549049
1418,2886089,5165068,3769688,3209088,4751376,4573340
1419,2891023,5172373,3756564,3209892,4757650,4596707
1420,2895531,5182711,3747750,3211429,4766383,4624528
1421,2899940,5182711,3737677,3211599,4774650,4650426
1422,2911612,5190914,3730510,3211599,4780973,4673817
1423,2925914,5196957,3729929,3210575,4789682,4682482
1424,2941819,5200331,3733609,3209673,4792265,4693508
1425,2941819,5202175,3737387,3206869,4789731,4702003
1426,2954568,5204311,3744215,3207307,4785623,4677857
1427,2964788,5206349,3745426,3208746,4785623,4677857
1428,2969622,5207854,3736612,3210673,4781293,4655318
1429,2976059,5208364,3721502,3214282,4777504,4649379
1430,2990837,5206082,3721502,3217403,4773370,4672989
1431,3005716,5203461,3709178,3219647,4766334,4690076
1432,3014983,5203461,3701332,3219647,4755288,4714002
1433,3016611,5203170,3696368,3222427,4739665,4756817
1434,3013556,5203170,3695109,3224646,4721041,4789385
1435,3014332,5201763,3696223,3227597,4699539,4817741
1436,3014332,5200525,3696126,3232181,4677987,4840061
1437,3011852,5199117,3694068,3237205,4655623,4852815
1438,3002785,5196957,3691647,3242472,4655623,4852815
1439,2991288,5194894,3689661,3247520,4633604,4864011
1440,2980342,5193826,3690412,3252715,4612519,4876522
1441,2967393,5192540,3690412,3256641,4591755,4891297
1442,2956923,5190963,3691937,3258958,4572073,4905414
1443,2948532,5190963,3694310,3258958,4550767,4919386
1444,2939039,5188390,3699056,3260835,4531405,4930703
1445,2931850,5185139,3703221,3262104,4513298,4945624
1446,2922908,5183076,3705788,3263493,4497159,4958233
1447,2922908,5181911,3707313,3265493,4486309,4971620
1448,2912313,5180018,3707967,3267566,4486309,4971620
1449,2902545,5178537,3709565,3269931,4481979,4983303
1450,2891824,5176523,3713367,3272297,4484611,4992771
1451,2878098,5174072,3717531,3271736,4495215,5003457
1452,2870058,5171790,3717531,3272712,4508377,5012585
1453,2872137,5169655,3723318,3273394,4519128,5020276
1454,2877147,5169655,3730026,3273394,4529707,5028844
1455,2886965,5167204,3737121,3273858,4541345,5035829
1456,2901568,5164194,3744603,3273858,4553056,5042474
1457,2910385,5160894,3751576,3272395,4565135,5049265
1458,2910385,5160239,3758308,3269468,4573549,5052478
1459,2916471,5160214,3763320,3267859,4573549,5052478
1460,2912038,5160603,3769325,3267249,4580930,5055350
1461,2908080,5160603,3774628,3268030,4583636,5058368
1462,2913816,5159899,3781384,3268956,4580807,5060121
1463,2923585,5157763,3781384,3270395,4572663,5060437
1464,2923935,5155894,3786517,3270395,4562281,5062823
1465,2920153,5155894,3791142,3270931,4550325,5063334
1466,2912564,5154390,3796445,3270858,4538933,5064746
1467,2912789,5152545,3802909,3268590,4532709,5065305
1468,2917448,5150895,3808867,3264615,4536916,5062872
1469,2917448,5149730,3813758,3260299,4586957,5063334
1470,2918024,5148881,3819884,3258129,4586957,5063334
1471,2899339,5149051,3824581,3259933,4629028,5058441
1472,2902895,5150143,3828044,3265249,4678036,5048486
1473,2984250,5149949,3832281,3268322,4719934,5040722
1474,3001708,5150919,3832281,3267371,4752778,5030109
1475,2999203,5150556,3835938,3267371,4771255,5017939
1476,3015008,5150556,3837487,3262957,4763579,5004260
1477,3020894,5149949,3839158,3259908,4751696,4994013
1478,3052880,5149391,3842281,3252861,4748694,4978727
1479,3094860,5152303,3845550,3242863,4756001,4965388
1480,3094860,5158152,3850103,3235352,4756001,4954898
1481,3081785,5164291,3852815,3227792,4767515,4954898
1482,3093156,5171645,3852403,3223281,4775240,4945624
1483,3129926,5182372,3852185,3222086,4776815,4940051
1484,3156802,5202806,3851749,3216745,4779644,4932116
1485,3172382,5210281,3851749,3207649,4777061,4924643
1486,3174035,5210887,3852040,3207649,4775314,4920286
1487,3163490,5210887,3853130,3193651,4774478,4914542
1488,3153521,5209650,3852330,3172874,4772017,4912375
1489,3155074,5209043,3842281,3153316,4766752,4910136
1490,3160108,5207757,3833952,3142367,4762398,4908530
1491,3160108,5199190,3829545,3140806,4762398,4908627
1492,3164316,5185939,3827463,3145830,4759569,4908627
1493,3165093,5170723,3826833,3152804,4757600,4905901
1494,3161912,5161282,3829908,3158681,4756838,4898526
1495,3160208,5158030,3831990,3163778,4757970,4888206
1496,3160910,5157763,3825405,3163778,4762177,4885090
1497,3165819,5163030,3825405,3166680,4768155,4878519
1498,3171380,5163030,3809738,3167923,4772706,4868977
1499,3175989,5168636,3790633,3171167,4777061,4865326
1500,3180597,5173853,3774458,3173484,4781169,4855517
1501,3179896,5175844,3765451,3180458,4781169,4830106
1502,3179896,5176547,3761407,3186920,4783999,4830106
1503,3180096,5173683,3759712,3192700,4785770,4803428
1504,3177016,5171135,3760100,3199821,4785426,4773052
1505,3174761,5170965,3757896,3206576,4783359,4730579
1506,3168800,5168708,3752642,3211794,4780825,4695528
1507,3158756,5167932,3753223,3211794,4777061,4671529
1508,3153521,5168441,3753223,3215575,4773789,4654272
1509,3152018,5168441,3757484,3221817,4769754,4636406
1510,3150365,5168441,3760002,3225866,4764366,4618345
1511,3140897,5169121,3765693,3234279,4759175,4606175
1512,3125042,5167301,3774386,3240497,4759175,4596415
1513,3125042,5162010,3786396,3245106,4752237,4596415
1514,3108636,5157618,3794677,3250203,4745619,4601064
1515,3092806,5152691,3799931,3254105,4740108,4605761
1516,3078178,5146260,3801820,3256226,4734277,4607392
1517,3062398,5137280,3803951,3257226,4729061,4607222
1518,3049874,5127670,3805985,3257226,4723772,4606345
1519,3037651,5116531,3805985,3258177,4718286,4603522
1520,3018590,5116531,3805742,3258104,4714743,4598605
1521,2999329,5107381,3804895,3256763,4713832,4593421
1522,2976260,5095951,3807050,3253398,4712849,4591498
1523,2953141,5083719,3813055,3249594,4712849,4591717
1524,2953141,5069231,3820222,3246691,4712922,4591717
1525,2931375,5052922,3827463,3244472,4711889,4592423
1526,2914693,5036711,3831458,3241741,4711274,4590841
1527,2894830,5019310,3833807,3239156,4710684,4589088
1528,2877622,5002540,3834557,3239156,4711717,4586727
1529,2866351,4985698,3833855,3235742,4713709,4586508
1530,2857409,4970700,3833855,3231572,4715530,4579206
1531,2832812,4970700,3832305,3226426,4712233,4567158
1532,2831109,4957473,3830562,3219744,4709084,4558225
1533,2822368,4945582,3828504,3214891,4709084,4549487
1534,2800401,4936432,3826276,3209331,4707436,4538169
1535,2800401,4924783,3822208,3208941,4699686,4538169
1536,2791785,4914711,3818140,3206015,4686573,4525560
1537,2778785,4905538,3813564,3203869,4674247,4512514
1538,2767689,4900126,3810004,3202138,4669376,4498688
1539,2765059,4896559,3806082,3202138,4692699,4485959
1540,2765310,4893088,3802861,3199699,4709995,4473764
1541,2758121,4894108,3802861,3198114,4728176,4461205
1542,2749304,4894108,3800609,3197992,4739936,4450982
1543,2736480,4895927,3797341,3195285,4752237,4449327
1544,2708802,4899276,3793006,3199601,4752237,4443728
1545,2670855,4898937,3786444,3205552,4758584,4434990
1546,2670855,4898330,3781625,3214330,4761045,4434990
1547,2677618,4896122,3774071,3222232,4762865,4423794
1548,2710631,4893840,3765088,3231962,4761955,4412987
1549,2728114,4897481,3759227,3238912,4761955,4407802
1550,2733399,4901121,3754409,3238912,4761758,4413352
1551,2730168,4899738,3754603,3234133,4764317,4400573
1552,2748002,4898840,3754603,3230206,4769557,4395073
1553,2771296,4898840,3754942,3227402,4777774,4400086
1554,2798547,4935898,3757678,3221354,4784983,4407583
1555,2812725,4967035,3760051,3215306,4784983,4426131
1556,2818360,4997832,3760535,3211477,4790617,4426131
1557,2818360,5033071,3760075,3207210,4795833,4449278
1558,2818636,5079302,3758889,3199479,4802721,4474324
1559,2817534,5115511,3759204,3193748,4811627,4491508
1560,2815705,5140605,3759494,3193748,4822723,4513828
1561,2824772,5154681,3762327,3192627,4835861,4539118
1562,2835718,5166452,3763126,3195382,4850204,4563142
1563,2841679,5174218,3763126,3203113,4863293,4572950
1564,2852149,5174218,3754119,3214330,4874019,4548391
1565,2868355,5177567,3736225,3226841,4874019,4516603
1566,2888593,5169364,3740946,3241082,4882556,4499370
1567,2908882,5156380,3750099,3254349,4889691,4499370
1568,2908882,5146430,3753780,3266883,4896555,4525974
1569,2914167,5144003,3755281,3278540,4903887,4587287
1570,2908481,5145289,3756225,3289587,4912842,4636041
1571,2905049,5145411,3750559,3289587,4914958,4691366
1572,2905275,5144221,3740946,3302560,4916311,4745620
1573,2909959,5141964,3731479,3314217,4916778,4792354
1574,2915645,5140605,3727726,3325240,4913038,4833610
1575,2918976,5140557,3727726,3334580,4908807,4864279
1576,2921581,5140557,3730123,3344090,4908807,4883678
1577,2922107,5140896,3735789,3354674,4902164,4901982
1578,2922132,5141018,3742714,3364331,4893431,4901982
1579,2922132,5142571,3751068,3374476,4881868,4919361
1580,2920053,5141139,3756322,3383962,4867082,4937519
1581,2918124,5140096,3758792,3389449,4849392,4956894
1582,2915269,5138203,3760463,3389449,4828062,4975709
1583,2916146,5137256,3763393,3393570,4806904,4990532
1584,2917323,5135873,3769131,3396472,4781957,5000536
1585,2914768,5137159,3777219,3397887,4754279,5008739
1586,2909633,5140290,3777219,3398374,4725076,5014945
1587,2902520,5140290,3785258,3397959,4725076,5020519
1588,2893703,5144488,3794774,3396935,4690657,5025509
1589,2903096,5149196,3800004,3394228,4653852,5025509
1590,2903096,5153953,3807946,3390546,4616358,5031205
1591,2915069,5157181,3818383,3385644,4580094,5036365
1592,2927843,5159438,3828262,3385644,4548356,5039091
1593,2931324,5160287,3835332,3378987,4519350,5042353
1594,2928193,5161865,3842379,3372427,4497995,5046466
1595,2925063,5163370,3849667,3365233,4488326,5050823
1596,2933203,5164243,3857875,3356771,4485497,5053330
1597,2937060,5162593,3857875,3346090,4485497,5054011
1598,2926390,5162593,3864098,3336116,4490221,5052673
1599,2922157,5161452,3871701,3327752,4493739,5047464
1600,2915469,5159122,3878845,3318875,4511083,5047464
1601,2915469,5157520,3885697,3308242,4531331,5042353
1602,2913015,5156162,3891000,3298195,4547913,5035221
1603,2922658,5153540,3894245,3298195,4555811,5024901
1604,2959202,5150531,3896812,3288319,4551431,5009907
1605,2989635,5147643,3897755,3276223,4541492,4987709
1606,2985277,5145144,3897707,3269931,4530667,4970476
1607,3005590,5141697,3896836,3267566,4527887,4953632
1608,3032892,5138348,3896836,3261908,4527887,4940756
1609,3033869,5138348,3896012,3253909,4566464,4926249
1610,3063876,5136213,3894995,3244741,4627060,4926249
1611,3082060,5135824,3893373,3248691,4672648,4912716
1612,3082060,5138664,3893688,3249764,4705714,4898088
1613,3077477,5142765,3892864,3248618,4720820,4887500
1614,3076224,5151720,3891848,3248618,4721902,4872263
1615,3079205,5158370,3889208,3247984,4720918,4866567
1616,3063725,5156259,3888894,3251642,4723206,4860847
1617,3049549,5153395,3891000,3249813,4720746,4858803
1618,3044514,5150337,3893906,3242253,4725150,4865423
1619,3035697,5144925,3893906,3235010,4725150,4878056
1620,3012178,5144925,3895722,3231962,4733859,4885748
1621,2986279,5135970,3893615,3237766,4741412,4885748
1622,2961331,5129563,3889111,3242863,4745717,4886575
1623,2961331,5125243,3881920,3238790,4750318,4880027
1624,2938212,5133592,3875067,3238790,4751401,4865959
1625,2916146,5131334,3875285,3223646,4747759,4841911
1626,2895231,5138906,3873445,3205966,4744167,4817911
1627,2866051,5138154,3864679,3195065,4740182,4817278
1628,2843483,5132597,3853081,3194627,4736295,4792451
1629,2825649,5135266,3847681,3204649,4736295,4763389
1630,2810896,5140994,3847681,3218940,4733047,4726879
1631,2798873,5140994,3847003,3235230,4730045,4686279
1632,2786800,5140654,3846374,3247130,4726970,4686279
1633,2779787,5135751,3834775,3251032,4724584,4644609
1634,2779787,5131650,3824387,3250813,4722222,4610045
1635,2775754,5134684,3815235,3250813,4721976,4591936
1636,2770068,5146430,3804217,3249203,4721533,4586435
1637,2768666,5155482,3789108,3250496,4720451,4576651
1638,2766512,5158225,3779809,3253861,4717670,4563629
1639,2763656,5152643,3780560,3259104,4715333,4561925
1640,2764408,5145313,3784943,3264274,4715333,4562071
1641,2766361,5142377,3787340,3273345,4712331,4554793
1642,2766962,5142377,3787340,3281612,4708445,4553600
1643,2765359,5141819,3789108,3290660,4703942,4553600
1644,2760200,5143129,3793902,3298341,4699145,4555280
1645,2760200,5144391,3800949,3298341,4695307,4557909
1646,2755491,5144706,3805597,3304682,4691174,4558858
1647,2750106,5143760,3808939,3308023,4686893,4558785
1648,2750556,5140848,3813854,3311778,4682932,4553527
1649,2753938,5137305,3823540,3312754,4678553,4548952
1650,2754589,5132694,3832209,3313632,4673755,4543182
1651,2755440,5127524,3838044,3313388,4673755,4536708
1652,2756092,5121821,3840926,3311486,4669277,4532692
1653,2753712,5121821,3840926,3308316,4663053,4529990
1654,2748002,5117574,3842233,3304658,4654811,4529990
1655,2743794,5111798,3845018,3299926,4645463,4527508
1656,2743794,5106216,3849836,3299926,4632546,4529601
1657,2738308,5099008,3856665,3293879,4626371,4532765
1658,2735353,5090393,3861193,3287709,4623935,4536270
1659,2733424,5080661,3866520,3282442,4625461,4541917
1660,2731470,5066173,3871968,3277613,4629716,4543743
1661,2738433,5045156,3877150,3272809,4629716,4546371
1662,2740788,5020087,3879135,3269370,4638770,4543815
1663,2741389,4993197,3879644,3264225,4649817,4538096
1664,2738909,4993197,3879644,3255544,4658403,4529260
1665,2733474,4964948,3878167,3250130,4665636,4529260
1666,2727888,4935267,3873953,3247789,4672795,4517991
1667,2727888,4908208,3868191,3247789,4681333,4506892
1668,2717293,4886244,3862113,3245423,4694421,4497447
1669,2714137,4869620,3856810,3244179,4709675,4489853
1670,2702515,4857777,3852306,3240375,4737033,4484376
1671,2695652,4849356,3847851,3239180,4765276,4479411
1672,2675740,4847317,3843976,3240424,4765276,4474300
1673,2693448,4847536,3842015,3240692,4783654,4465927
1674,2690192,4854234,3839352,3242643,4791625,4463055
1675,2702415,4854234,3839352,3240887,4797063,4463055
1676,2698908,4867412,3834896,3236376,4801639,4452345
1677,2677893,4882094,3826833,3236376,4810471,4444629
1678,2677893,4888113,3817947,3231181,4818442,4435209
1679,2625043,4889375,3806687,3230523,4818172,4423331
1680,2590252,4885589,3794701,3232572,4818861,4429222
1681,2592857,4885880,3783660,3229231,4817975,4435648
1682,2620109,4884400,3769688,3219110,4818688,4426447
1683,2640573,4894568,3752375,3213429,4818688,4418999
1684,2656378,4916896,3739542,3212355,4816794,4394804
1685,2674412,4975796,3726345,3210599,4817778,4398723
1686,2695377,4975796,3726345,3209527,4818614,4398723
1687,2722678,5025135,3719589,3207088,4818295,4405879
1688,2749229,5095708,3722762,3207088,4814284,4413473
1689,2749229,5171597,3735110,3201260,4810422,4424062
1690,2773074,5214795,3753876,3192432,4807789,4443193
1691,2787477,5235011,3767412,3188091,4807716,4463906
1692,2792887,5245349,3769495,3184799,4810693,4481407
1693,2792160,5250761,3766153,3187652,4810693,4498908
1694,2792110,5255397,3768865,3193041,4814358,4515045
1695,2801227,5249257,3777534,3200845,4818368,4520400
1696,2812449,5233797,3776613,3209063,4819845,4513195
1697,2822192,5233797,3771528,3216623,4819673,4513195
1698,2828279,5214139,3771528,3224134,4819451,4506210
1699,2842556,5194361,3769470,3224134,4820435,4495816
1700,2842556,5178561,3780899,3230962,4822748,4485715
1701,2867654,5167277,3787970,3238571,4824347,4493042
1702,2889771,5156113,3780609,3246618,4826905,4523467
1703,2897786,5145702,3763829,3254032,4828111,4565405
1704,2896108,5135703,3752182,3262957,4828111,4620414
1705,2890547,5131456,3750147,3272053,4829440,4668243
1706,2885913,5129126,3751189,3282417,4825823,4708526
1707,2888217,5128277,3753005,3290855,4820976,4744038
1708,2892776,5128277,3757339,3299390,4818713,4744038
1709,2893002,5125922,3757339,3299390,4819992,4774098
1710,2891323,5124030,3762375,3308730,4821739,4799412
1711,2891323,5123375,3767315,3316217,4817384,4823217
1712,2888969,5123908,3769930,3323142,4806928,4845440
1713,2885788,5125704,3772424,3330482,4791306,4862989
1714,2880779,5125898,3775669,3336530,4791306,4879029
1715,2873890,5128350,3778938,3342115,4772558,4884141
1716,2864949,5131650,3781408,3345749,4747587,4882389
1717,2857835,5133786,3782425,3347870,4717498,4872506
1718,2850721,5137984,3784870,3349260,4687631,4854154
1719,2844434,5137984,3787510,3348992,4655401,4854154
1720,2839425,5142498,3787510,3348992,4622287,4840158
1721,2835016,5150046,3791965,3347017,4589762,4830787
1722,2835016,5156186,3796784,3342847,4559698,4825724
1723,2833940,5161840,3805985,3339359,4530544,4819907
1724,2841980,5164728,3816833,3335458,4500800,4814844
1725,2858160,5166888,3821845,3331799,4500800,4811948
1726,2868856,5169461,3827148,3327044,4481339,4812191
1727,2879952,5172155,3834049,3320509,4467488,4809221
1728,2886790,5173902,3839836,3311974,4469259,4808613
1729,2897210,5174946,3845550,3304585,4476517,4808613
1730,2905300,5174946,3848820,3293855,4489975,4804987
1731,2906051,5176353,3848820,3293855,4510641,4798390
1732,2901318,5175722,3853759,3282247,4534480,4793449
1733,2901318,5172737,3857633,3269541,4557681,4789092
1734,2901292,5169825,3861701,3258177,4573500,4786707
1735,2909007,5167786,3866835,3252422,4578322,4784102
1736,2917573,5165724,3871847,3249349,4578322,4782715
1737,2920028,5161234,3876011,3249837,4575813,4778139
1738,2939339,5154754,3876762,3252422,4572097,4775462
1739,2951487,5149706,3875769,3256641,4563684,4770983
1740,2973855,5145604,3872597,3263030,4546044,4770983
1741,2990712,5145604,3869813,3263030,4524517,4767210
1742,3041483,5139804,3869813,3267859,4565184,4763535
1743,3094309,5142061,3869740,3269224,4606148,4759689
1744,3094309,5146575,3868312,3267688,4647061,4761929
1745,3094108,5153880,3868166,3263250,4673657,4763170
1746,3096287,5162083,3868045,3265152,4673657,4760712
1747,3114321,5168417,3869183,3270468,4681382,4758642
1748,3125067,5173732,3869595,3260226,4682809,4761539
1749,3122437,5175698,3870418,3240497,4684014,4762221
1750,3104879,5175091,3876060,3222671,4683202,4764411
1751,3103351,5172082,3878748,3202040,4683473,4764411
1752,3107308,5172082,3881556,3202040,4683793,4770667
1753,3113971,5166864,3881556,3186701,4685933,4777360
1754,3117052,5160044,3882695,3190579,4686352,4782228
1755,3117052,5154633,3882259,3205820,4687926,4789068
1756,3102173,5151769,3879329,3216160,4692010,4784492
1757,3074471,5159292,3874486,3214111,4692010,4794983
1758,3048371,5149949,3867416,3198748,4696168,4809952
1759,3031890,5146964,3863420,3173874,4693388,4810852
1760,3020418,5142013,3857319,3146512,4688467,4776630
1761,3010700,5136213,3840466,3127272,4682366,4804670
1762,3003036,5129563,3837608,3127272,4676708,4804670
1763,2997826,5129563,3841676,3119809,4673706,4802893
1764,2995571,5123471,3841676,3121150,4674936,4780597
1765,2995747,5121700,3847875,3130564,4673386,4746910
1766,2995747,5120146,3841725,3143878,4673042,4710863
1767,2995170,5121433,3829012,3153853,4673632,4678514
1768,2994419,5124272,3819545,3157974,4673632,4652787
1769,2992039,5133106,3816348,3157267,4674100,4634239
1770,2989359,5139926,3812159,3157828,4673460,4619562
1771,2986529,5144706,3805767,3159315,4672624,4605810
1772,2981971,5143372,3797292,3166192,4669400,4593275
1773,2973279,5138082,3790028,3166192,4664751,4593275
1774,2960480,5138082,3785500,3174069,4659805,4590841
1775,2945476,5129515,3782013,3181970,4655082,4574460
1776,2925638,5122840,3782013,3189847,4650432,4554258
1777,2925638,5121772,3778841,3197626,4646569,4534347
1778,2904974,5125098,3780028,3207430,4646569,4526680
1779,2886815,5122112,3787292,3218160,4643642,4526169
1780,2867478,5116458,3794919,3232206,4640099,4531475
1781,2849720,5113254,3799762,3241595,4636581,4534079
1782,2834616,5110463,3801069,3249666,4633284,4537073
1783,2819462,5107502,3803927,3254324,4629692,4537073
1784,2804810,5102892,3809375,3254324,4625632,4541795
1785,2792286,5102892,3815598,3257055,4620048,4548197
1786,2782868,5097844,3819012,3258592,4613823,4554817
1787,2771947,5091874,3819012,3258323,4609247,4559905
1788,2771947,5085636,3820174,3258348,4606885,4564285
1789,2764232,5078672,3821966,3258397,4606885,4566160
1790,2757695,5069765,3823322,3258494,4605237,4566525
1791,2752660,5058189,3825622,3258446,4602408,4563847
1792,2748753,5044598,3828843,3257763,4602777,4559272
1793,2744194,5028945,3832039,3256616,4605459,4553016
1794,2737757,5010015,3836228,3256616,4610256,4553016
1795,2734175,4990552,3843008,3254690,4617268,4547905
1796,2730719,4990552,3849522,3254397,4625436,4542501
1797,2729216,4970093,3852863,3253398,4634243,4539726
1798,2726385,4950702,3852863,3250934,4643789,4538071
1799,2726385,4931603,3853493,3246472,4653335,4538339
1800,2724682,4913862,3852355,3242375,4653335,4541089
1801,2724307,4899010,3851168,3238790,4665144,4549170
1802,2724232,4885468,3850006,3235083,4677520,4555669
1803,2718946,4872581,3846906,3235450,4690116,4561267
1804,2715740,4865737,3843274,3236157,4702564,4563409
1805,2702365,4854307,3839957,3236157,4727093,4563409
1806,2690568,4850230,3835163,3240546,4754697,4560902
1807,2704569,4850230,3829351,3244106,4768917,4552456
1808,2707600,4849089,3823298,3247179,4773616,4539215
1809,2709028,4849817,3823298,3248691,4775535,4524222
1810,2709028,4854064,3816736,3243277,4775535,4510323
1811,2703843,4864742,3810804,3237400,4788058,4504238
1812,2646309,4873479,3804435,3231669,4801737,4504530
1813,2607259,4872339,3796130,3226280,4801147,4520352
1814,2610892,4864670,3785040,3217623,4799055,4534031
1815,2637592,4861175,3775597,3208039,4795439,4546371
1816,2662239,4860325,3765160,3208039,4789264,4546371
1817,2678269,4860058,3752497,3201333,4783900,4559515
1818,2692521,4860058,3742617,3205747,4782203,4564577
1819,2698959,4867679,3735038,3213916,4785131,4563750
1820,2710054,4912940,3735038,3216233,4790641,4563750
1821,2710054,4965822,3733658,3211599,4790641,4569665
1822,2724882,5034260,3736902,3201431,4791355,4572950
1823,2742115,5123690,3744481,3188628,4788649,4575482
1824,2754188,5200064,3752036,3180043,4783802,4575312
1825,2765485,5223531,3770657,3177727,4780776,4578987
1826,2770068,5223726,3781238,3177727,4780481,4587847
1827,2772974,5223313,3783878,3178702,4783974,4587847
1828,2768866,5228919,3777412,3181775,4789092,4584099
1829,2773525,5228919,3777751,3184823,4793471,4572367
1830,2781816,5233384,3780294,3187701,4794110,4545252
1831,2794465,5223313,3780294,3190676,4792634,4524879
1832,2794465,5201132,3774313,3193700,4792634,4515727
1833,2806212,5177761,3774676,3199163,4789042,4528408
1834,2815905,5159341,3789108,3207892,4783851,4548537
1835,2825424,5147740,3797801,3219549,4778636,4576285
1836,2836770,5139440,3786129,3230621,4772682,4600382
1837,2850296,5133009,3764870,3230621,4766482,4600382
1838,2860891,5127985,3750002,3238229,4762201,4625112
1839,2866201,5123593,3743440,3243521,4752311,4658872
1840,2870409,5123593,3742956,3250276,4743036,4687569
1841,2874542,5122525,3743900,3259080,4729061,4713735
1842,2880728,5124491,3745692,3269517,4729061,4739584
1843,2880728,5126432,3745692,3280076,4714571,4772395
1844,2886590,5127815,3748089,3291123,4701851,4802479
1845,2888593,5129927,3751939,3300146,4686647,4826795
1846,2884235,5130437,3752859,3307194,4672918,4850430
1847,2880779,5130776,3752763,3312851,4658280,4876960
1848,2883408,5131529,3752375,3312851,4641969,4876960
1849,2885688,5132475,3753659,3318070,4627158,4899232
1850,2885688,5132645,3756758,3322143,4615103,4915588
1851,2884936,5131917,3762666,3326093,4604597,4923426
1852,2884961,5131917,3769518,3329556,4594289,4928343
1853,2885913,5135339,3774289,3332482,4594289,4931288
1854,2885913,5138640,3774289,3333994,4582185,4932748
1855,2888718,5141164,3779107,3334360,4567202,4934501
1856,2891299,5143566,3783853,3333165,4552096,4935572
1857,2894329,5145677,3790585,3330873,4535022,4935840
1858,2890798,5147789,3804048,3330873,4515709,4935012
1859,2886739,5149560,3814339,3326922,4510444,4935012
1860,2889871,5150410,3821676,3322557,4511453,4933868
1861,2890773,5151429,3824969,3319070,4514134,4934233
1862,2886965,5153201,3828140,3314510,4523016,4935791
1863,2884761,5153201,3830877,3307974,4536326,4935523
1864,2887015,5154778,3834630,3300487,4536326,4932018
1865,2887015,5156162,3834630,3293635,4546634,4928829
1866,2894204,5154851,3838819,3288685,4559034,4926590
1867,2906928,5151623,3846010,3285563,4567645,4921600
1868,2908781,5148031,3853977,3283393,4571729,4920286
1869,2908030,5142668,3862863,3283393,4567472,4918704
1870,2899038,5136358,3870757,3281052,4556451,4918704
1871,2916621,5131602,3876302,3278735,4546093,4913106
1872,2951012,5133276,3880346,3274589,4535686,4911475
1873,2981570,5134902,3884946,3264640,4527026,4904927
1874,3009648,5134902,3888506,3255983,4527026,4897163
1875,3022322,5136431,3889959,3246057,4522401,4890908
1876,3022322,5138810,3889959,3236327,4572959,4880904
1877,3020994,5141357,3891751,3226597,4625362,4871557
1878,3024877,5144683,3894899,3221427,4668416,4860312
1879,3045090,5146090,3897804,3221427,4697226,4849115
1880,3057038,5145532,3901412,3223207,4710929,4839647
1881,3086895,5144683,3905916,3233620,4714546,4839647
1882,3134961,5142935,3911558,3225695,4706501,4831030
1883,3171380,5141552,3916958,3207649,4702294,4822803
1884,3203190,5138567,3921001,3195822,4702983,4817351
1885,3219170,5138567,3924754,3186238,4702983,4811534
1886,3228513,5133373,3926522,3184872,4707042,4807931
1887,3228513,5129757,3926522,3192846,4712160,4808102
1888,3233773,5125559,3921703,3206381,4716121,4810658
1889,3217167,5122840,3911364,3214721,4718630,4815526
1890,3184630,5141503,3899160,3214721,4720500,4812264
1891,3151943,5135484,3888966,3209307,4721754,4805546
1892,3126344,5131334,3882380,3194041,4722886,4805546
1893,3099143,5126117,3876326,3167997,4725100,4788557
1894,3069161,5121700,3864558,3136075,4722271,4771592
1895,3038878,5114007,3854945,3113689,4716883,4774877
1896,3009197,5114007,3852016,3109250,4716883,4761588
1897,2981620,5103547,3855188,3121175,4714374,4746813
1898,2981620,5094203,3855188,3138977,4710364,4716242
1899,2954969,5097601,3858432,3154779,4709847,4680876
1900,2932978,5103644,3853759,3166070,4710413,4639643
1901,2914793,5110002,3844170,3166070,4708666,4602134
1902,2905675,5117016,3835453,3173654,4705418,4602134
1903,2897034,5125826,3824194,3181238,4703401,4574289
1904,2888894,5134951,3813830,3187701,4700203,4539532
1905,2880403,5139028,3803370,3194700,4698456,4513147
1906,2869682,5138712,3792958,3197870,4698456,4505674
1907,2859463,5138712,3783490,3198382,4697300,4509471
1908,2850145,5140290,3778986,3199967,4694102,4512539
1909,2850145,5136965,3779132,3207283,4688886,4519110
1910,2843107,5137669,3779132,3218647,4683940,4528189
1911,2837146,5133228,3776952,3218647,4679561,4522615
