被试ID:130123xx,,,,,,
3460,3072593,5081923,3835623,3219769,4537162,4801481
3461,3083563,5085296,3832450,3214697,4586859,4801481
3462,3088172,5087359,3828698,3207917,4633727,4796394
3463,3127271,5086947,3824194,3207917,4633727,4791477
3464,3163740,5086947,3816518,3210965,4662733,4786828
3465,3176515,5084156,3811966,3214330,4664874,4782740
3466,3189314,5078865,3810779,3209722,4653089,4779843
3467,3206171,5069959,3811941,3195943,4644060,4778212
3468,3216741,5056053,3809399,3185677,4640714,4774731
3469,3216741,5044088,3807268,3181678,4645684,4768135
3470,3221525,5062290,3807099,3181311,4652966,4758594
3471,3224681,5054305,3807099,3185701,4656632,4767795
3472,3220673,5048894,3805985,3184726,4656484,4767795
3473,3205470,5040812,3803782,3184726,4650334,4756914
3474,3172632,5034260,3800053,3174922,4650334,4746229
3475,3133257,5034260,3793926,3160608,4642805,4737613
3476,3088573,5034575,3791577,3144805,4641673,4730749
3477,3046117,5034041,3791093,3128149,4638500,4721986
3478,3013305,5031056,3795815,3115054,4636950,4711666
3479,2980868,5024989,3807050,3112372,4633800,4713492
3480,2980868,5019917,3805597,3120321,4634465,4707869
3481,2952414,5022125,3790681,3133100,4633800,4689955
3482,2931074,5028823,3777655,3144098,4633776,4640933
3483,2913616,5040035,3777655,3148488,4634096,4640933
3484,2904699,5050423,3770729,3148488,4636089,4573876
3485,2890597,5060348,3762279,3147951,4636089,4519329
3486,2880653,5060348,3753416,3149683,4638007,4481748
3487,2868004,5066586,3750172,3156340,4640443,4455071
3488,2858211,5070881,3751165,3160876,4641944,4442463
3489,2850471,5071366,3752593,3169899,4642707,4432507
3490,2842531,5072168,3752399,3180653,4641575,4418268
3491,2842531,5075905,3752254,3193139,4639878,4401449
3492,2835517,5078793,3754651,3208576,4638278,4397093
3493,2831309,5083938,3758550,3221988,4637172,4402277
3494,2824497,5089617,3758550,3221988,4636950,4402277
3495,2817483,5095417,3761819,3235986,4637737,4407194
3496,2812373,5101144,3765838,3248569,4637737,4407048
3497,2811146,5101144,3772836,3260689,4639336,4404176
3498,2811397,5103983,3784894,3272687,4640788,4404881
3499,2810770,5103790,3798285,3284880,4639533,4406244
3500,2810420,5104105,3805840,3295586,4638130,4412086
3501,2810420,5103765,3810029,3305072,4635277,4418463
3502,2806062,5104542,3812353,3314217,4630233,4424280
3503,2802279,5105318,3815331,3320289,4625584,4430487
3504,2798673,5105294,3821869,3325874,4622361,4430487
3505,2794089,5102527,3821869,3325874,4621204,4442146
3506,2789180,5103523,3829617,3327703,4621204,4457505
3507,2783394,5098936,3839763,3329263,4621106,4471890
3508,2776756,5098936,3847754,3331727,4621131,4483963
3509,2767789,5094640,3855333,3337067,4619777,4492604
3510,2763481,5095902,3861822,3339847,4615939,4500295
3511,2758647,5094519,3865987,3342773,4609543,4506307
3512,2758647,5091558,3867755,3343115,4600292,4510323
3513,2753938,5085782,3868772,3341993,4590131,4511151
3514,2749154,5078672,3869692,3340384,4582012,4512124
3515,2748177,5070250,3871532,3337628,4577609,4512124
3516,2749554,5058091,3871532,3337628,4575567,4515191
3517,2750481,5043336,3871072,3332799,4575567,4517090
3518,2748102,5028193,3869353,3326264,4576920,4520327
3519,2742391,5028193,3867682,3318436,4582873,4527726
3520,2752159,5012418,3864994,3310632,4592222,4535370
3521,2735177,4995332,3862137,3300975,4605434,4543840
3522,2694375,4976645,3858965,3290343,4618670,4551507
3523,2694375,4953954,3854461,3277321,4630799,4553673
3524,2656804,4928593,3849667,3266566,4644675,4555669
3525,2655125,4902504,3842669,3256519,4657714,4554647
3526,2657805,4874304,3836083,3256519,4677568,4554647
3527,2652696,4849040,3836083,3250910,4677568,4548757
3528,2648338,4830062,3829254,3248374,4728495,4531645
3529,2644681,4817200,3821530,3245984,4757772,4504360
3530,2636715,4817200,3812474,3249569,4778562,4493650
3531,2637993,4811642,3801917,3253666,4785868,4498688
3532,2665796,4815525,3789883,3252690,4788501,4506721
3533,2681751,4826349,3775814,3251252,4787173,4494137
3534,2681751,4843289,3762981,3251471,4784885,4490486
3535,2696053,4867824,3747799,3245667,4780899,4501074
3536,2708226,4895005,3735256,3241180,4777971,4522445
3537,2726686,4916677,3724989,3241180,4777504,4522445
3538,2736179,4946504,3724989,3239546,4777504,4548318
3539,2746699,5003924,3719178,3232986,4778759,4580642
3540,2757294,5052097,3717895,3222939,4779964,4617469
3541,2763932,5052097,3716103,3213477,4779103,4636601
3542,2766962,5093597,3711357,3204893,4777553,4669046
3543,2770795,5129223,3707555,3197236,4779964,4643610
3544,2779787,5150774,3716563,3187725,4787025,4617639
3545,2779787,5166791,3736685,3182775,4790789,4612869
3546,2790407,5175746,3753659,3175679,4791724,4632852
3547,2793588,5180285,3765548,3175679,4789829,4640398
3548,2798547,5184969,3768332,3172313,4790051,4640398
3549,2807039,5190526,3768332,3177922,4790051,4652933
3550,2810770,5184944,3773659,3187677,4791551,4669484
3551,2815129,5175018,3784967,3197772,4793077,4689930
3552,2819162,5175018,3788720,3206917,4792511,4714270
3553,2819687,5168781,3785984,3213892,4790445,4736907
3554,2824396,5165068,3775766,3217160,4786951,4753774
3555,2830283,5162156,3760002,3219257,4777061,4764582
3556,2830283,5157860,3744941,3221476,4768720,4775657
3557,2831309,5151720,3737483,3227767,4760405,4791867
3558,2833839,5144439,3739009,3227767,4752409,4791867
3559,2833990,5136722,3749106,3235766,4752409,4804987
3560,2831335,5130922,3763829,3244375,4746677,4816280
3561,2829131,5128859,3763829,3251666,4732038,4826041
3562,2830583,5126724,3776710,3257592,4717597,4835461
3563,2836018,5126724,3784459,3263274,4700375,4842957
3564,2837647,5124369,3789495,3266493,4680767,4850113
3565,2838574,5120146,3793055,3270809,4660790,4857537
3566,2841479,5115899,3793926,3275419,4640813,4864863
3567,2842230,5112526,3794168,3278954,4618621,4873042
3568,2842230,5109663,3793878,3278954,4594928,4883581
3569,2843884,5108085,3792473,3281857,4569244,4883581
3570,2854078,5107381,3793369,3283734,4569244,4892076
3571,2876671,5106677,3797462,3284758,4541295,4902737
3572,2875418,5107333,3797462,3284197,4512043,4909674
3573,2878223,5107017,3802788,3282710,4483233,4919337
3574,2867854,5107017,3808479,3280271,4456540,4927150
3575,2866101,5105003,3812523,3276540,4433291,4935158
3576,2873339,5102770,3819641,3270468,4408122,4942071
3577,2883684,5099154,3825768,3260665,4382314,4945916
3578,2875043,5093864,3829545,3253227,4363715,4944456
3579,2875043,5090345,3830877,3253227,4354391,4947937
3580,2868355,5087408,3831095,3245594,4353037,4947937
3581,2853577,5085248,3832741,3239083,4353037,4950590
3582,2853477,5083501,3834509,3233327,4359410,4952999
3583,2913991,5079205,3834509,3228987,4368266,4955799
3584,2939164,5074837,3837923,3223134,4370554,4953048
3585,2964838,5074837,3840950,3217282,4372842,4948521
3586,2989535,5073599,3843032,3209576,4367922,4946014
3587,2995521,5074085,3843710,3203869,4365560,4936764
3588,2994995,5077142,3843637,3200528,4370997,4927199
3589,3013480,5081365,3842330,3203113,4381453,4918460
3590,3013480,5085734,3839715,3203113,4419956,4906169
3591,3043913,5092116,3837681,3207551,4419956,4906169
3592,3104253,5098984,3837535,3214501,4480822,4892757
3593,3143301,5111750,3838335,3217428,4535145,4883751
3594,3174912,5123277,3838335,3214330,4588311,4875524
3595,3199909,5135169,3839206,3213819,4631833,4866202
3596,3223053,5135169,3847149,3223012,4663225,4858170
3597,3245345,5145362,3850829,3231279,4671147,4853326
3598,3251782,5151914,3855987,3227645,4667137,4847922
3599,3249628,5155021,3862064,3212380,4659018,4843298
3600,3239134,5156186,3869837,3212380,4661454,4844393
3601,3239134,5154463,3877537,3201918,4677372,4851890
3602,3228989,5164971,3881871,3197675,4677372,4851890
3603,3214111,5156210,3883130,3199479,4682637,4866275
3604,3196302,5153273,3884075,3201772,4682637,4870754
3605,3179696,5138567,3884075,3200089,4678848,4867078
3606,3164667,5122500,3881411,3193212,4673066,4861164
3607,3147384,5122500,3871920,3182385,4671467,4855541
3608,3127872,5118545,3864389,3166046,4667481,4851890
3609,3110339,5118933,3864607,3148609,4667211,4839355
3610,3093307,5116943,3867658,3133954,4664455,4824921
3611,3073695,5105828,3865987,3133954,4662266,4803648
3612,3073695,5099785,3853638,3126516,4661208,4768087
3613,3053957,5102649,3836882,3125735,4661208,4768087
3614,3038452,5108546,3820489,3129076,4663447,4725613
3615,3023223,5116167,3808092,3136807,4665292,4691001
3616,3013280,5118885,3808092,3145659,4667801,4663813
3617,3002134,5118739,3801287,3154389,4667703,4636503
3618,2990937,5118739,3794168,3160047,4666448,4613794
3619,2977262,5117453,3786348,3166826,4664898,4597413
3620,2965815,5117914,3776444,3171679,4665636,4589697
3621,2963084,5116264,3766734,3171679,4665021,4585170
3622,2956723,5114347,3759761,3176849,4662536,4573657
3623,2956723,5113667,3754167,3183970,4662536,4573657
3624,2961532,5114516,3754385,3191579,4659953,4566720
3625,2958476,5117234,3755281,3196797,4656287,4564115
3626,2961081,5121870,3759736,3205844,4652129,4564359
3627,2960129,5124879,3766104,3212819,4652867,4564310
3628,2955245,5124733,3766104,3224256,4655500,4561438
3629,2949233,5124733,3773756,3232377,4656410,4554184
3630,2934205,5122404,3783102,3242131,4659781,4546785
3631,2923184,5118618,3790779,3248813,4660814,4541869
3632,2911737,5114783,3797050,3248813,4661208,4540189
3633,2899790,5111264,3801166,3256251,4659682,4541430
3634,2899790,5107405,3805767,3258519,4659682,4541430
3635,2888718,5102770,3811191,3260908,4656484,4542866
3636,2875418,5096654,3816929,3263176,4652179,4544059
3637,2863846,5088913,3821869,3263152,4647898,4548903
3638,2853201,5079254,3824823,3262933,4642436,4553211
3639,2849394,5067071,3824823,3261177,4634908,4554014
3640,2839175,5067071,3828940,3260543,4624353,4554647
3641,2828780,5053286,3835405,3258519,4614808,4554842
3642,2822768,5035303,3842136,3256324,4608017,4551872
3643,2816181,5015864,3847100,3256324,4603933,4545544
3644,2825098,4995284,3853832,3254666,4603908,4537049
3645,2825098,4974364,3856325,3252642,4603908,4537049
3646,2822543,4952474,3852863,3249594,4611339,4529771
3647,2806312,4932670,3848771,3247301,4621893,4524222
3648,2785498,4913546,3846519,3246106,4632374,4520595
3649,2791158,4894666,3843444,3245179,4641526,4516798
3650,2779211,4879862,3843444,3245618,4645930,4513195
3651,2770369,4879862,3839691,3243716,4647553,4506770
3652,2729542,4866732,3833952,3243960,4654565,4496230
3653,2679672,4854865,3828819,3243960,4670950,4482770
3654,2645306,4846638,3822838,3240253,4715678,4469237
3655,2644204,4842148,3817341,3237619,4715678,4457140
3656,2644204,4841663,3812474,3237473,4729529,4457140
3657,2658156,4840765,3808164,3239765,4745127,4435550
3658,2670855,4846516,3803370,3237815,4751007,4411770
3659,2673686,4851856,3796493,3236083,4760774,4399332
3660,2680323,4850302,3793491,3231669,4780874,4396776
3661,2692596,4845182,3793491,3224500,4796423,4413887
3662,2705070,4845182,3791481,3214916,4804197,4425327
3663,2719122,4846080,3788817,3208868,4808651,4442195
3664,2732472,4849016,3784047,3208868,4809020,4460962
3665,2733399,4879498,3778962,3207917,4797161,4474154
3666,2736530,4935461,3773126,3202796,4797161,4485204
3667,2736530,4989338,3760656,3190213,4787148,4485204
3668,2751658,5054184,3750147,3176142,4783039,4502267
3669,2766161,5129515,3743997,3165095,4783507,4522007
3670,2783269,5172567,3741333,3157754,4788870,4501220
3671,2802655,5193341,3743634,3155657,4792782,4442098
3672,2814803,5204286,3743634,3153853,4796374,4457067
3673,2820689,5204286,3745886,3152658,4795414,4561316
3674,2826025,5203679,3742375,3152658,4796201,4529649
3675,2830107,5208048,3734844,3150195,4800753,4478681
3676,2836745,5215304,3736055,3151951,4808183,4460547
3677,2846864,5209092,3749687,3159267,4808183,4481358
3678,2846864,5191400,3750607,3165534,4817384,4481358
3679,2858812,5176717,3744990,3171094,4824617,4497058
3680,2870334,5164826,3741455,3176459,4828234,4543815
3681,2876620,5157108,3732375,3182653,4828751,4586314
3682,2877172,5154948,3717120,3190773,4827275,4622678
3683,2877272,5154002,3717120,3199601,4824002,4654223
3684,2877372,5154002,3702422,3209283,4819377,4687739
3685,2877873,5153735,3694940,3209283,4816548,4711081
3686,2878023,5152473,3694940,3221208,4812292,4725637
3687,2874516,5150628,3700678,3231206,4812292,4737174
3688,2870283,5149366,3705109,3239473,4805575,4737174
3689,2870283,5147740,3712325,3245326,4795267,4751267
3690,2869557,5145289,3721405,3249837,4780948,4760541
3691,2866401,5143105,3726249,3253739,4765178,4768403
3692,2861266,5140314,3728355,3259543,4749826,4773271
3693,2854429,5138203,3731624,3265030,4732481,4777458
3694,2847540,5134902,3731624,3269859,4712037,4783445
3695,2842656,5134902,3736902,3274736,4690583,4787364
3696,2838198,5130509,3741648,3274736,4666300,4789822
3697,2834941,5126966,3749082,3279979,4640738,4792670
3698,2832812,5123010,3756104,3283271,4640738,4796467
3699,2830333,5120292,3762521,3286246,4613184,4796467
3700,2830333,5118521,3767485,3288636,4585186,4801798
3701,2833063,5115778,3775136,3290635,4555811,4803648
3702,2831084,5112259,3782957,3291294,4526928,4805619
3703,2826726,5110269,3792159,3291026,4497896,4803818
3704,2815955,5109784,3799689,3289855,4472900,4805644
3705,2809167,5110075,3807777,3287831,4449848,4808759
3706,2810595,5110075,3807777,3287831,4431593,4806861
3707,2818886,5109226,3814363,3284783,4412009,4809514
3708,2821791,5109007,3820126,3282149,4399929,4808564
3709,2822493,5108109,3826663,3279711,4399929,4799680
3710,2817283,5105294,3832184,3277443,4392943,4799680
3711,2817283,5101969,3837463,3276418,4389769,4792354
3712,2814428,5096752,3842475,3273931,4391885,4779770
3713,2813827,5091655,3847657,3268151,4396928,4759056
3714,2832712,5087432,3853517,3261177,4406621,4744233
3715,2867128,5083015,3857827,3255129,4411886,4735373
3716,2893828,5078234,3860321,3250178,4414642,4716461
3717,2920429,5078234,3860321,3250178,4411813,4701832
3718,2941243,5079035,3861071,3246277,4404801,4688372
3719,2955094,5080176,3860321,3246057,4404801,4676738
3720,2947931,5085175,3858311,3248081,4396584,4664008
3721,2944399,5093379,3857149,3253105,4395526,4664008
3722,2944399,5099688,3856737,3256422,4444165,4652567
3723,2979040,5102430,3857657,3253641,4494723,4637209
3724,3024000,5105027,3860587,3248862,4554310,4624771
3725,3058716,5106944,3865381,3255446,4611166,4615351
3726,3068610,5104809,3867851,3278637,4647873,4608463
3727,3065053,5096752,3871387,3278637,4667014,4602841
3728,3062148,5096752,3871387,3303365,4670459,4603401
3729,3065880,5084253,3874849,3316338,4663299,4611457
3730,3067383,5074497,3879499,3322923,4663299,4616982
3731,3062623,5075589,3882961,3336213,4653434,4631343
3732,3046693,5082627,3883445,3357722,4650900,4631343
3733,3046693,5104420,3879353,3367477,4659314,4645533
3734,3027056,5105682,3872791,3369671,4666399,4658020
3735,3006367,5106289,3867101,3372891,4666891,4671845
3736,2988984,5103644,3862161,3374232,4668170,4671310
3737,2970649,5101727,3857488,3368599,4661577,4674011
3738,2957750,5108279,3854824,3368599,4658403,4672673
3739,2945476,5108279,3854824,3355917,4661602,4681922
3740,2938388,5117089,3854437,3338408,4662758,4685695
3741,2938588,5122258,3862210,3320582,4662758,4675496
3742,2936384,5117720,3867270,3307633,4662758,4663180
3743,2933428,5109128,3855938,3302829,4660347,4663180
3744,2933428,5105682,3839473,3301317,4658108,4632171
3745,2932752,5108303,3820222,3300414,4654664,4601064
3746,2926866,5116604,3800924,3294805,4652277,4573778
3747,2919252,5123860,3784241,3287660,4648931,4540408
3748,2909734,5129466,3779931,3281881,4646250,4510883
3749,2895055,5128471,3782159,3281881,4643814,4489074
3750,2886590,5128471,3782159,3279320,4641304,4473691
3751,2879852,5124151,3780802,3275979,4641304,4459257
3752,2871561,5119127,3773224,3275760,4638401,4450982
3753,2863470,5118278,3762860,3277930,4636138,4450982
3754,2859087,5119661,3758501,3279857,4635547,4454317
3755,2859087,5122719,3758114,3283271,4634662,4455217
3756,2858286,5125267,3762473,3286978,4633407,4451371
3757,2855981,5125243,3773707,3289465,4633284,4450787
3758,2851122,5125024,3782352,3294196,4631808,4453343
3759,2846463,5123787,3787970,3294196,4631857,4458016
3760,2838799,5122792,3792473,3297708,4633038,4462641
3761,2830333,5120219,3792473,3300414,4632570,4464004
3762,2823720,5120219,3798406,3305779,4632570,4461229
3763,2813226,5118205,3804750,3309340,4631881,4457456
3764,2807164,5115463,3809786,3314583,4630405,4457456
3765,2799900,5113109,3812281,3317729,4628314,4453538
3766,2799900,5108837,3816033,3318997,4624599,4455363
3767,2795517,5102552,3820416,3319362,4621991,4458868
3768,2792436,5095902,3825695,3317729,4619236,4461983
3769,2786976,5086729,3830102,3314290,4615595,4461643
3770,2777733,5075856,3834921,3314290,4611806,4459720
3771,2771170,5064523,3838892,3310778,4604991,4454487
3772,2759749,5051466,3838892,3307803,4596282,4450495
3773,2752711,5051466,3843226,3304146,4596282,4448840
3774,2738909,5033920,3847221,3299122,4590525,4444167
3775,2725910,5014408,3850418,3293684,4589738,4444167
3776,2705897,4992348,3854413,3287489,4587573,4438422
